"number","study.ID","effect..","coder","Full.citation","In.text.Citation","Year","Type","Phylum","Bivalve..Gastropod","Taxon","Tax.level","Aggregate.Trait","Author.s.Trait","Trait.category","Start.stage","End.stage","Aggregate.Age..Event","Age..Event","Location","Data.source","Odds.Ratio","Var.Odds.Ratio","Log.odds.ratio","Var.Lnor","X..Ext","X..Surv","Total...Ext","Total...Surv","N","X.","per.capita.extinction","N.1","Total.per.capita.extinction","notes","x.square","n","df","p..sur.extinct.","X..group.a.extinct","X..group.b.extinct","p..before.after.","coefficient","d.f.","p","Note","X","Test.type","Trait.Type.Species.Total","Mean.Duration..my.","p.1","z","Parametric.Non","Test","n.1","p.2","test.stat","df.1","startTime.Ma","endTime.Ma","Volcanism","Flood_basalt","Bollide","OA","BC.extinction.rate","del.18O","del.13C","X87Sr.86Sr","del.34S","sea_level","d18OresidualMean","d18OresidualMeanWeighted","d18OresidualSD","Dd18O.first.differences.Mean","Dd18O.first.differences.SD","Dd18O.first.differences.ABSMean","Dd18O.first.differences.ABSMeanWeighted","d18O.meanObserved","d18O.meanObservedWeighted","d18O.meanObservedSD","d18O.CV","BC.extinction.rate.PBDB","lnor","vlnor"
NA,"Payne 2011 LGA","4","EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency","Abundant","Wordian","Capitanian","Permian","Word.-Cap.","global",NA,NA,NA,NA,NA,1,2,22,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,260.5,1,0,0,0,0.1165,-3.4437,4.9767,0.70715,14.133,23.568,-3.932830556,-3.932830556,0,-3.194126984,0,3.194126984,3.194126984,-6.985555556,-6.985555556,0,0,0.1005,7.88811188811189,21.034965034965
NA,"Payne 2011 LGA","1","EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency","VeryRare","Wuchiapingian","Wuchiapingian","Permian","Wuchaip.","global",NA,NA,NA,NA,NA,11,27,15,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.5,255,1,1,0,0,0.125,-3.8046,3.4807,0.70725,16.916,5.1837,-2.3727903995,-2.3727903995,2.20622994716895,0.0478016645000001,4.58477946295458,3.2419286485,3.2419286485,-5.3406903995,-5.3406903995,2.32619061259724,-0.435559906789396,0.134,0.0990060290043993,0.156493400684373
NA,"Payne 2011 LGA","2","EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency","Rare","Wuchiapingian","Wuchiapingian","Permian","Wuchaip.","global",NA,NA,NA,NA,NA,4,5,15,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.5,255,1,1,0,0,0.125,-3.8046,3.4807,0.70725,16.916,5.1837,-2.3727903995,-2.3727903995,2.20622994716895,0.0478016645000001,4.58477946295458,3.2419286485,3.2419286485,-5.3406903995,-5.3406903995,2.32619061259724,-0.435559906789396,0.134,-3.47305737109659,2.78983297022513
NA,"Payne 2011 LGA","3","EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency","Common","Wuchiapingian","Wuchiapingian","Permian","Wuchaip.","global",NA,NA,NA,NA,NA,0,1,15,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.5,255,1,1,0,0,0.125,-3.8046,3.4807,0.70725,16.916,5.1837,-2.3727903995,-2.3727903995,2.20622994716895,0.0478016645000001,4.58477946295458,3.2419286485,3.2419286485,-5.3406903995,-5.3406903995,2.32619061259724,-0.435559906789396,0.134,69.1764705882353,225.976470588235
NA,"Payne 2011 LGA","4","EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency","Abundant","Wuchiapingian","Wuchiapingian","Permian","Wuchaip.","global",NA,NA,NA,NA,NA,0,1,15,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.5,255,1,1,0,0,0.125,-3.8046,3.4807,0.70725,16.916,5.1837,-2.3727903995,-2.3727903995,2.20622994716895,0.0478016645000001,4.58477946295458,3.2419286485,3.2419286485,-5.3406903995,-5.3406903995,2.32619061259724,-0.435559906789396,0.134,69.1764705882353,225.976470588235
NA,"Payne 2011 LGA","1","EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency","VeryRare","Changhsingian","Changhsingian","P/TR","Changhsingian","global",NA,NA,NA,NA,NA,48,6,52,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,249.7,1,1,0,1,0.075,-4.89225,2.52135,0.707545,18.307,6.16085,-1.084659146,-1.084659146,0,-0.158808904,0,0.158808904,0.158808904,-3.854634146,-3.854634146,0,0,0.578,-0.584995251661918,0.14181703070592
NA,"Payne 2011 LGA","2","EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency","Rare","Changhsingian","Changhsingian","P/TR","Changhsingian","global",NA,NA,NA,NA,NA,4,5,52,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,249.7,1,1,0,1,0.075,-4.89225,2.52135,0.707545,18.307,6.16085,-1.084659146,-1.084659146,0,-0.158808904,0,0.158808904,0.158808904,-3.854634146,-3.854634146,0,0,0.578,16.9116809116809,5.10541310541311
NA,"Payne 2011 LGA","3","EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency","Common","Changhsingian","Changhsingian","P/TR","Changhsingian","global",NA,NA,NA,NA,NA,0,1,52,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,249.7,1,1,0,1,0.075,-4.89225,2.52135,0.707545,18.307,6.16085,-1.084659146,-1.084659146,0,-0.158808904,0,0.158808904,0.158808904,-3.854634146,-3.854634146,0,0,0.578,336,413.538461538462
NA,"Payne 2011 LGA","4","EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency","Abundant","Changhsingian","Changhsingian","P/TR","Changhsingian","global",NA,NA,NA,NA,NA,0,0,52,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,249.7,1,1,0,1,0.075,-4.89225,2.52135,0.707545,18.307,6.16085,-1.084659146,-1.084659146,0,-0.158808904,0,0.158808904,0.158808904,-3.854634146,-3.854634146,0,0,0.578,NA,Inf
NA,"Payne 2011 LGA","1","EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency","VeryRare","Induan","Olenekian","Early Triassic","Scythian","global",NA,NA,NA,NA,NA,4,13,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,245,1,1,0,1,0.233333333333333,-5.9799,1.562,0.70784,19.698,7.138,-0.9722856055,-1.02546405966667,0.225617073325608,1.720246746,2.2195849463731,1.720246746,1.197085557,-3.6998481055,-3.70118905966667,0.00568918670706222,-0.00153768115469523,0.257666666666667,0.152150271873455,0.321206129510628
NA,"Payne 2011 LGA","2","EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency","Rare","Induan","Olenekian","Early Triassic","Scythian","global",NA,NA,NA,NA,NA,0,2,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,245,1,1,0,1,0.233333333333333,-5.9799,1.562,0.70784,19.698,7.138,-0.9722856055,-1.02546405966667,0.225617073325608,1.720246746,2.2195849463731,1.720246746,1.197085557,-3.6998481055,-3.70118905966667,0.00568918670706222,-0.00153768115469523,0.257666666666667,12.2142857142857,23.2071428571429
NA,"Payne 2011 LGA","3","EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency","Common","Induan","Olenekian","Early Triassic","Scythian","global",NA,NA,NA,NA,NA,0,0,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,245,1,1,0,1,0.233333333333333,-5.9799,1.562,0.70784,19.698,7.138,-0.9722856055,-1.02546405966667,0.225617073325608,1.720246746,2.2195849463731,1.720246746,1.197085557,-3.6998481055,-3.70118905966667,0.00568918670706222,-0.00153768115469523,0.257666666666667,NA,Inf
NA,"Payne 2011 LGA","4","EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency","Abundant","Induan","Olenekian","Early Triassic","Scythian","global",NA,NA,NA,NA,NA,1,0,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,245,1,1,0,1,0.233333333333333,-5.9799,1.562,0.70784,19.698,7.138,-0.9722856055,-1.02546405966667,0.225617073325608,1.720246746,2.2195849463731,1.720246746,1.197085557,-3.6998481055,-3.70118905966667,0.00568918670706222,-0.00153768115469523,0.257666666666667,-68.4,92.8285714285714
NA,"Payne 2011 LGA","1","EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency","VeryRare","Anisian","Anisian","Middle Triassic","Anisian","global",NA,NA,NA,NA,NA,13,61,16,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,237,0,0,0,0,0.063,-4.3096,0.83828,0.70788,21.091,16.105,-1.131820968,-1.131820968,0,0.150763179,0,0.150763179,0.150763179,-3.703870968,-3.703870968,0,0,0.049,-0.424410548748804,0.168275059679351
NA,"Payne 2011 LGA","2","EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency","Rare","Anisian","Anisian","Middle Triassic","Anisian","global",NA,NA,NA,NA,NA,1,20,16,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,237,0,0,0,0,0.063,-4.3096,0.83828,0.70788,21.091,16.105,-1.131820968,-1.131820968,0,0.150763179,0,0.150763179,0.150763179,-3.703870968,-3.703870968,0,0,0.049,4.12354770086729,2.0895107183767
NA,"Payne 2011 LGA","3","EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency","Common","Anisian","Anisian","Middle Triassic","Anisian","global",NA,NA,NA,NA,NA,1,4,16,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,237,0,0,0,0,0.063,-4.3096,0.83828,0.70788,21.091,16.105,-1.131820968,-1.131820968,0,0.150763179,0,0.150763179,0.150763179,-3.703870968,-3.703870968,0,0,0.049,-10.7641237113402,36.858969072165
NA,"Payne 2011 LGA","4","EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency","Abundant","Anisian","Anisian","Middle Triassic","Anisian","global",NA,NA,NA,NA,NA,1,12,16,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,237,0,0,0,0,0.063,-4.3096,0.83828,0.70788,21.091,16.105,-1.131820968,-1.131820968,0,0.150763179,0,0.150763179,0.150763179,-3.703870968,-3.703870968,0,0,0.049,4.58396876715671,5.45251021777588
NA,"Payne 2011 LGA","1","EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency","VeryRare","Ladinian","Ladinian","Middle Triassic","Ladinian","global",NA,NA,NA,NA,NA,5,25,5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,228,1,1,0,0,0.025,-3.7535,0.77511,0.70771,20.74,21.469,-0.6856269315,-0.793328940310345,0.631013657868296,0.658238126,0.717677952611968,0.658238126,0.535744173275862,-3.1210144315,-3.26170394031034,0.824283618836109,-0.264107596080531,0.031,-0.825000000000001,0.495
NA,"Payne 2011 LGA","2","EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency","Rare","Ladinian","Ladinian","Middle Triassic","Ladinian","global",NA,NA,NA,NA,NA,0,11,5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,228,1,1,0,0,0.025,-3.7535,0.77511,0.70771,20.74,21.469,-0.6856269315,-0.793328940310345,0.631013657868296,0.658238126,0.717677952611968,0.658238126,0.535744173275862,-3.1210144315,-3.26170394031034,0.824283618836109,-0.264107596080531,0.031,4.5,3.68181818181818
NA,"Payne 2011 LGA","3","EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency","Common","Ladinian","Ladinian","Middle Triassic","Ladinian","global",NA,NA,NA,NA,NA,0,3,5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,228,1,1,0,0,0.025,-3.7535,0.77511,0.70771,20.74,21.469,-0.6856269315,-0.793328940310345,0.631013657868296,0.658238126,0.717677952611968,0.658238126,0.535744173275862,-3.1210144315,-3.26170394031034,0.824283618836109,-0.264107596080531,0.031,16.5,49.5
NA,"Payne 2011 LGA","4","EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency","Abundant","Ladinian","Ladinian","Middle Triassic","Ladinian","global",NA,NA,NA,NA,NA,0,1,5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,228,1,1,0,0,0.025,-3.7535,0.77511,0.70771,20.74,21.469,-0.6856269315,-0.793328940310345,0.631013657868296,0.658238126,0.717677952611968,0.658238126,0.535744173275862,-3.1210144315,-3.26170394031034,0.824283618836109,-0.264107596080531,0.031,49.5,445.5
NA,"Payne 2011 LGA","1","EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency","VeryRare","Carnian","Carnian","Late Triassic","Carnian","global",NA,NA,NA,NA,NA,67,38,115,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,216.5,0,0,0,0,0.153,-2.5599,3.0593,0.70765,19.083,32.47,-0.031947281,0.0253842702368421,0.293428969316109,0.9336021505,0.32825441457443,0.9336021505,0.869466237703947,-2.187412281,-2.09049572976316,0.496029204261678,-0.226765300976967,0.073,-0.72695652173913,0.0765217391304348
NA,"Payne 2011 LGA","2","EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency","Rare","Carnian","Carnian","Late Triassic","Carnian","global",NA,NA,NA,NA,NA,28,21,115,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,216.5,0,0,0,0,0.153,-2.5599,3.0593,0.70765,19.083,32.47,-0.031947281,0.0253842702368421,0.293428969316109,0.9336021505,0.32825441457443,0.9336021505,0.869466237703947,-2.187412281,-2.09049572976316,0.496029204261678,-0.226765300976967,0.073,-0.409937888198758,0.351375332741792
NA,"Payne 2011 LGA","3","EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency","Common","Carnian","Carnian","Late Triassic","Carnian","global",NA,NA,NA,NA,NA,10,8,115,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,216.5,0,0,0,0,0.153,-2.5599,3.0593,0.70765,19.083,32.47,-0.031947281,0.0253842702368421,0.293428969316109,0.9336021505,0.32825441457443,0.9336021505,0.869466237703947,-2.187412281,-2.09049572976316,0.496029204261678,-0.226765300976967,0.073,-0.371980676328501,2.60386473429952
NA,"Payne 2011 LGA","4","EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency","Abundant","Carnian","Carnian","Late Triassic","Carnian","global",NA,NA,NA,NA,NA,10,28,115,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,216.5,0,0,0,0,0.153,-2.5599,3.0593,0.70765,19.083,32.47,-0.031947281,0.0253842702368421,0.293428969316109,0.9336021505,0.32825441457443,0.9336021505,0.869466237703947,-2.187412281,-2.09049572976316,0.496029204261678,-0.226765300976967,0.073,6.31542815849693,0.584246657834518
NA,"Payne 2011 LGA","1","EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency","VeryRare","Norian","Norian","Late Triassic","Norian","global",NA,NA,NA,NA,NA,55,24,64,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.5,203.6,1,0,1,0,0.136,-1.769,1.7026,0.70786,17.993,24.566,0.175538333,0.175538333,0,0.701491228,0,0.701491228,0.701491228,-1.836666667,-1.836666667,0,0,0.105,-0.614991587886557,0.0713887998718154
NA,"Payne 2011 LGA","2","EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency","Rare","Norian","Norian","Late Triassic","Norian","global",NA,NA,NA,NA,NA,7,17,64,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.5,203.6,1,0,1,0,0.136,-1.769,1.7026,0.70786,17.993,24.566,0.175538333,0.175538333,0,0.701491228,0,0.701491228,0.701491228,-1.836666667,-1.836666667,0,0,0.105,5.48548177083333,0.773502604166667
NA,"Payne 2011 LGA","3","EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Abundance","Genus Occurance Frequency","Common","Norian","Norian","Late Triassic","Norian","global",NA,NA,NA,NA,NA,1,3,64,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.5,203.6,1,0,1,0,0.136,-1.769,1.7026,0.70786,17.993,24.566,0.175538333,0.175538333,0,0.701491228,0,0.701491228,0.701491228,-1.836666667,-1.836666667,0,0,0.105,37.55390625,27.84609375
